instance,run,algorithm,seed,GD,IGD,runtime_s_total,nd_size
sdmk13,2,EDA-TS_no_mn,20390410,803.0233885136846,2538.538613193784,12.637460231781006,4
sdmk14,1,EDA-TS,20400409,13.892443989449806,22.22478280477482,15.167612791061401,10
sdmk14,1,EDA-TS_no_m,20400409,265.54509974766995,892.6410681971038,15.167612791061401,5
sdmk14,1,EDA-TS_no_n,20400409,0.0,86.11918213710342,15.167612791061401,3
sdmk14,1,EDA-TS_no_mn,20400409,282.03276405410776,1261.934756288758,15.167612791061401,5
sdmk14,2,EDA-TS,20400410,0.0,28.476018514387302,15.894712686538696,8
sdmk14,2,EDA-TS_no_m,20400410,0.0,556.653981069672,15.894712686538696,1
sdmk14,2,EDA-TS_no_n,20400410,38.28919560398207,119.12898139380633,15.894712686538696,8
sdmk14,2,EDA-TS_no_mn,20400410,240.15157250740162,728.7127136936956,15.894712686538696,3
sdmk15,1,EDA-TS,20410409,37.24177761600539,23.484898077000242,19.67576766014099,10
sdmk15,1,EDA-TS_no_m,20410409,989.5619120488509,4296.313942363582,19.67576766014099,3
sdmk15,1,EDA-TS_no_n,20410409,0.0,19.075536338346232,19.67576766014099,3
sdmk15,1,EDA-TS_no_mn,20410409,1089.5742287701191,4949.408344072802,19.67576766014099,4
sdmk15,2,EDA-TS,20410410,7.9830066429715805,20.266372539170455,25.067917346954346,9
sdmk15,2,EDA-TS_no_m,20410410,855.8367250825358,2226.681828496202,25.067917346954346,4
sdmk15,2,EDA-TS_no_n,20410410,103.25134381692085,207.68778056454897,25.067917346954346,5
sdmk15,2,EDA-TS_no_mn,20410410,1178.2728885958466,2273.52338582841,25.067917346954346,2
