instance,run,algorithm,seed,GD,IGD,runtime_s,nd_size,best_cost,best_makespan
sdmk10,2,NSGA-II,20360410,566.5073305399989,2471.539436397625,0.5188100337982178,9,10704.0,283.0
sdmk10,2,EDA-VNS,20360410,837.6353621952693,2007.713129793526,6.334854364395142,1,10246.0,273.0
sdmk10,2,H-GA-TS,20360410,556.3466208219477,2237.7558934923686,7.956055402755737,8,10471.0,278.0
sdmk11,1,EDA-TS,20370409,0.0,0.0,3.0644588470458984,10,13081.0,423.0
sdmk11,1,EDA,20370409,71.17583859709698,525.7133587285148,1.6388421058654785,1,14159.0,507.0
sdmk11,1,NSGA-II,20370409,84.65944851121003,465.078981309164,0.4327681064605713,3,14112.0,519.0
sdmk11,1,EDA-VNS,20370409,72.49061241904974,455.5543503955281,3.4308276176452637,3,13986.0,525.0
sdmk11,1,H-GA-TS,20370409,98.34693691213774,512.0394578945027,4.030791997909546,5,14219.0,517.0
sdmk11,2,EDA-TS,20370410,0.0,0.0,2.5692241191864014,10,13081.0,430.0
sdmk11,2,EDA,20370410,97.32933781753577,613.1550461508657,1.5733458995819092,1,14299.0,527.0
sdmk11,2,NSGA-II,20370410,97.09521863347074,514.5020817742441,0.377333402633667,9,14164.0,531.0
sdmk11,2,EDA-VNS,20370410,183.20753259623362,413.03466640842163,3.3125178813934326,1,14064.0,478.0
sdmk11,2,H-GA-TS,20370410,68.24027178930012,422.57465151200296,3.9505820274353027,7,14065.0,520.0
sdmk12,1,EDA-TS,20380409,0.0,0.0,3.4704408645629883,11,13574.0,316.0
sdmk12,1,EDA,20380409,92.0887253323301,818.0056756684576,1.7400166988372803,3,14647.0,357.0
sdmk12,1,NSGA-II,20380409,89.04181289958355,938.4606938978577,0.5486407279968262,3,14780.0,377.0
sdmk12,1,EDA-VNS,20380409,105.79802560644607,798.4081027518172,4.159914255142212,3,14623.0,381.0
sdmk12,1,H-GA-TS,20380409,161.0529105604739,780.8474448939122,5.456080436706543,5,14610.0,373.0
sdmk12,2,EDA-TS,20380410,0.0,0.0,3.220921754837036,11,13545.0,312.0
sdmk12,2,EDA,20380410,232.79055918237847,853.9498942234637,1.7032840251922607,3,14552.0,402.0
sdmk12,2,NSGA-II,20380410,90.8129946648606,889.0787484573514,0.47608160972595215,4,14596.0,353.0
sdmk12,2,EDA-VNS,20380410,97.43363125738463,742.4424617946486,4.0776636600494385,4,14442.0,348.0
sdmk12,2,H-GA-TS,20380410,297.3945191156017,1034.70056426469,5.387852907180786,2,14762.0,393.0
sdmk13,1,EDA-TS,20390409,0.0,0.0,4.701947450637817,7,13547.0,316.0
sdmk13,1,EDA,20390409,294.23058984408806,3185.783696876391,2.147298574447632,5,18330.0,512.0
sdmk13,1,NSGA-II,20390409,505.1499227402142,3165.1399092157612,0.5317327976226807,3,18291.0,465.0
sdmk13,1,EDA-VNS,20390409,422.4192230474366,3224.6029399471954,5.5927886962890625,3,18366.0,502.0
sdmk13,1,H-GA-TS,20390409,241.75147937040174,3004.0791311369226,7.893339395523071,3,18132.0,520.0
sdmk13,2,EDA-TS,20390410,0.0,0.0,5.413923501968384,14,13312.0,326.0
sdmk13,2,EDA,20390410,812.280354926795,2405.8684551730557,2.640202283859253,4,18542.0,471.0
sdmk13,2,NSGA-II,20390410,747.3539455973989,2280.318233658794,0.7654285430908203,5,18401.0,464.0
sdmk13,2,EDA-VNS,20390410,818.8940373726288,2186.287851640291,8.055588483810425,3,18321.0,510.0
sdmk13,2,H-GA-TS,20390410,841.3610996474699,1899.7650630702537,9.33167314529419,2,18037.0,501.0
sdmk14,1,EDA-TS,20400409,0.0,0.0,3.6668782234191895,10,20195.0,475.0
sdmk14,1,EDA,20400409,49.24428900898052,766.0018086872416,1.8543426990509033,1,21503.0,554.0
sdmk14,1,NSGA-II,20400409,368.86116968312075,1036.2831156051848,0.5395960807800293,4,21852.0,545.0
sdmk14,1,EDA-VNS,20400409,223.2602069335241,780.2543444438809,4.913180112838745,5,21513.0,549.0
sdmk14,1,H-GA-TS,20400409,482.9334840327392,967.9421185280756,6.9700000286102295,2,21787.0,536.0
sdmk14,2,EDA-TS,20400410,0.0,3.826483412827236,4.799450635910034,8,20170.0,516.0
sdmk14,2,EDA,20400410,183.55584981144023,1087.5176201881286,3.1605732440948486,4,21880.0,564.0
sdmk14,2,NSGA-II,20400410,226.43307510167327,842.7799309736807,0.6853187084197998,4,21601.0,529.0
sdmk14,2,EDA-VNS,20400410,115.93209219193795,887.6942429725891,6.6353371143341064,2,21681.0,536.0
sdmk14,2,H-GA-TS,20400410,269.2011614130267,909.8875049063736,9.02749514579773,7,21690.0,538.0
sdmk15,1,EDA-TS,20410409,0.0,0.0,5.204484224319458,10,15875.0,317.0
sdmk15,1,EDA,20410409,822.8310208596228,3113.2536526572912,2.7641613483428955,3,20800.0,462.0
sdmk15,1,NSGA-II,20410409,783.2814673812072,3023.0705803977903,0.6587567329406738,7,20708.0,422.0
sdmk15,1,EDA-VNS,20410409,614.0986565691217,2641.6586534477233,6.605146408081055,5,20308.0,449.0
sdmk15,1,H-GA-TS,20410409,634.5027423108588,3219.5931118530584,8.579999446868896,10,20907.0,413.0
sdmk15,2,EDA-TS,20410410,0.0,0.0,4.845329523086548,9,15838.0,293.0
sdmk15,2,EDA,20410410,888.8482560157398,2191.893118411443,2.8324739933013916,3,20867.0,453.0
sdmk15,2,NSGA-II,20410410,1236.8616535409285,2430.5522967091506,0.8684656620025635,2,21114.0,434.0
sdmk15,2,EDA-VNS,20410410,1186.742495236435,2186.24341483893,6.715729475021362,2,20868.0,448.0
sdmk15,2,H-GA-TS,20410410,811.1831893392927,2060.7310427548205,8.49231481552124,6,20736.0,436.0
